id,man,ypr,lat_e,long_e,elvt_e,fov_e,lat,long,elvt,fov,yaw,ptch,roll,path
536,0,1.68585 0.329804 0.0122693,46.47,10.3757,1243.000000,0.950022,46.4699555555556,10.3757027777778,1242.000000,0.9500223146,1.68585,0.329804,0.0122693,
537,0,-0.0414184 0.0598252 0.0368132,46.4645,10.364,1187.500000,0.950022,46.4644472222222,10.3640277777778,1187.000000,0.9500223146,-0.0414184,0.0598252,0.0368132,
538,0,-0.375822 0.228563 0.0245425,46.4662,10.3692,1197.000000,0.998694,46.4662444444444,10.3691722222222,1197.000000,0.9986942867,-0.375822,0.228563,0.0245425,
539,0,-2.09388 0.0935722 1.04191e-07,47.6831,12.1573,463.000000,0.717542,47.683216,12.157487,462.500000,0.7175419463,-2.09388,0.0935722,1.04191E-07,
540,0,2.04479 0.158 0.098175,46.7487,9.55675,1529.500000,0.687931,46.7487,9.55675333333333,1529.500000,0.6879314528,2.04479,0.158,0.098175,
541,0,-1.56312 -0.056756 0.0245424,47.29144669,9.178480148,928.000000,0.236245,47.2954,9.17461,969.000000,0.262494,-1.56312,-0.056756,0.0245424,
542,0,0.566039 0.111982 0.0368132,47.1299,10.2301,2074.000000,0.950022,47.1299166666667,10.2300944444444,2074.000000,0.9500223146,0.566039,0.111982,0.0368132,
543,0,0.642739 0.394231 0.0368134,47.1266,11.1251,2015.500000,1.14268,47.1265583333333,11.1250866666667,2016.500000,1.1426759244,0.642739,0.394231,0.0368134,
544,0,2.58782 0.139593 -0.0368128,47.1274,11.1286,1938.500000,1.14268,47.1274,11.1286483333333,1937.000000,1.1426759244,2.58782,0.139593,-0.0368128,
545,0,2.86087 -0.108913 0.0245426,47.1247,11.1182,2195.000000,0.761784,47.1247,11.118165,2195.500000,1.1426759244,2.86087,-0.108913,0.0245426,
546,0,0.498543 -0.0199434 0.036813,47.1223,11.0945,2973.500000,1.14268,47.122275,11.094495,2975.000000,1.1426759244,0.498543,-0.0199434,0.036813,
547,0,0.823751 0.130388 -0.0122709,47.1223,11.0945,2973.500000,1.14268,47.1222633333333,11.094495,2976.000000,1.1426759244,0.823751,0.130388,-0.0122709,
548,1,1.77641 -0.174826 0.00837018,47.1889,11.7926,2186.000000,0.981242,47.18943,11.793025,2217.500000,0.9986942867,1.77641,-0.174826,0.00837018,
549,0,0.256175 0.256175 0.0122712,46.006,7.77952,2284.000000,0.691112,46.006,7.77952,2284.000000,0.691112,0.256175,0.256175,0.0122712,
550,0,2.54487 0.237767 -0.061361,46.38838196,12.28453827,1059.500000,1.10484,46.3903,12.2866,1059.500000,1.10484,2.54487,0.237767,-0.061361,
551,0,-2.90382 -0.0628945 -0.0245419,47.4537,7.51214,606.000000,1.17601,47.4537,7.51214,606.000000,1.17601,-2.90382,-0.0628945,-0.0245419,
552,0,0.388097 -0.292991 -0.0122714,46.8215,11.0239,3225.500000,0.761784,46.8214583333333,11.0238883333333,3225.500000,1.1426759244,0.388097,-0.292991,-0.0122714,
553,0,1.48335 -0.170274 0.0245371,46.8215,11.0239,3225.500000,1.14268,46.8214866666667,11.0238583333333,3223.500000,1.1426759244,1.48335,-0.170274,0.0245371,
554,0,-0.860564 -0.0475543 2.59325e-07,46.82584763,10.99419498,2505.000000,0.761784,46.8278,10.9923,2436.000000,0.761784,-0.860564,-0.0475543,2.59325E-07,
555,0,2.66146 0.185611 0.0368131,46.8409,11.0235,2318.000000,1.14268,46.8409083333333,11.0235233333333,2317.500000,1.1426759244,2.66146,0.185611,0.0368131,
556,0,2.39455 0.102777 3.46422e-07,46.8462,11.0176,2248.500000,1.14268,46.84624,11.0176466666667,2247.500000,1.1426759244,2.39455,0.102777,3.46422E-07,
557,0,1.49869 -0.0690311 -0.0122737,47.4218,10.3423,2205.500000,0.998694,47.4218333333333,10.3423333333333,2206.000000,0.9986942867,1.49869,-0.0690311,-0.0122737,
558,0,2.04787 -0.0813015 8.56815e-07,47.4218,10.3422,2205.000000,0.998694,47.4218333333333,10.3421666666667,2205.000000,0.9986942867,2.04787,-0.0813015,8.56815E-07,
559,0,2.86701 0.0905061 -0.0122708,46.50382996,11.37438583,474.000000,0.167551,46.5019,11.3724,383.000000,0.167551,2.86701,0.0905061,-0.0122708,
560,0,1.95582 0.136523 -0.0122706,46.6823,7.52331,1815.500000,0.933519,46.6823,7.52331,1815.500000,0.933519,1.95582,0.136523,-0.0122706,
561,0,2.94984 0.188681 0.0122713,46.2437,10.8415,1667.000000,0.442629,46.2437472222222,10.84145,1668.500000,0.4426292584,2.94984,0.188681,0.0122713,
562,0,2.9253 -0.0506204 0.0245424,47.5591,13.6471,546.000000,0.719363,47.5591,13.6471,546.000000,0.719363,2.9253,-0.0506204,0.0245424,
563,0,3.02041 -0.023009 0.0490844,47.5591,13.6471,546.000000,0.719363,47.5591,13.6471,546.000000,0.719363,3.02041,-0.023009,0.0490844,
564,0,3.02041 0.0352802 0.0122713,47.5591,13.6471,546.000000,0.95915,47.5591,13.6471,546.000000,0.95915,3.02041,0.0352802,0.0122713,
565,0,3.02654 -0.0444848 2.53069e-07,47.5591,13.6471,546.000000,0.95915,47.5591,13.6471,546.000000,0.95915,3.02654,-0.0444848,2.53069E-07,
566,0,3.0879 -0.0107379 0.0122713,47.5591,13.6471,546.000000,0.719363,47.5591,13.6471,546.000000,0.719363,3.0879,-0.0107379,0.0122713,
567,0,3.06336 -0.0291444 2.54176e-07,47.5591,13.6471,546.000000,0.719363,47.5591,13.6471,546.000000,0.719363,3.06336,-0.0291444,2.54176E-07,
568,0,1.70426 -0.176408 -0.0245362,46.64,7.64241,1988.500000,1.24805,46.64,7.64241,1988.500000,1.24805,1.70426,-0.176408,-0.0245362,
569,0,2.99279 0.0414188 -0.0368129,47.3537,9.90146,1054.500000,1.24305,47.3537035999889,9.90146660000694,1054.500000,1.2430466147,2.99279,0.0414188,-0.0368129,
570,1,-2.29779 -0.0801584 0.00147926,47.5414,15.0567,768.500000,1.17231,47.541439,15.054863,767.500000,1.1426759244,-2.29779,-0.0801584,0.00147926,
571,0,2.20433 -0.0690304 0.0245428,47.0662,9.4501,981.500000,0.973799,47.0662066666667,9.450095,982.000000,0.9737992859,2.20433,-0.0690304,0.0245428,
572,0,2.67987 -0.0230091 -0.0613612,47.5591,13.6471,546.000000,0.95915,47.5591,13.6471,546.000000,0.95915,2.67987,-0.0230091,-0.0613612,
573,0,2.94984 -0.0782317 -0.0245418,47.5591,13.6471,546.000000,0.95915,47.5591,13.6471,546.000000,0.95915,2.94984,-0.0782317,-0.0245418,
574,0,3.01734 -0.0628944 0.098175,47.5591,13.6471,546.000000,0.95915,47.5591,13.6471,546.000000,0.95915,3.01734,-0.0628944,0.098175,
575,0,2.9253 -0.0107379 3.39175e-07,47.55713272,13.64509964,551.500000,0.647427,47.5591,13.6471,546.000000,0.719363,2.9253,-0.0107379,3.39175E-07,
576,0,2.97746 0.0291446 0.0490844,47.5591,13.6471,546.000000,0.95915,47.5591,13.6471,546.000000,0.95915,2.97746,0.0291446,0.0490844,
577,0,2.64305 -0.0444849 4.21624e-07,47.56121063,13.64916325,516.000000,0.95915,47.5591,13.6471,546.000000,0.95915,2.64305,-0.0444849,4.21624E-07,
578,0,3.06949 -0.00766844 0.0490844,47.5591,13.6471,546.000000,0.719363,47.5591,13.6471,546.000000,0.719363,3.06949,-0.00766844,0.0490844,
579,0,2.99893 -0.0352799 0.0981751,47.5591,13.6471,546.000000,0.95915,47.5591,13.6471,546.000000,0.95915,2.99893,-0.0352799,0.0981751,
580,0,3.03268 -0.0598252 0.0368134,47.5591,13.6471,546.000000,0.719363,47.5591,13.6471,546.000000,0.719363,3.03268,-0.0598252,0.0368134,
581,0,1.40052 0.21322 0.0122712,46.20710754,11.96173763,991.000000,0.339782,46.205,11.9638,873.000000,0.377536,1.40052,0.21322,0.0122712,
582,0,3.0787 0.345145 -0.0859039,46.4069,13.0067,325.000000,0.707335,46.4069,13.0067,325.000000,0.707335,3.0787,0.345145,-0.0859039,
583,0,0.26231 -0.0107383 0.036813,47.3499,9.89395,815.000000,1.24305,47.3499410001278,9.893952,817.000000,1.2430466147,0.26231,-0.0107383,0.036813,
584,0,-2.41295 0.0444849 -6.85704e-08,47.6523,12.6562,1176.000000,0.769787,47.6523466666667,12.656195,1175.000000,0.7697867534,-2.41295,0.0444849,-6.85704E-08,
585,0,1.73493 -0.0383492 -0.0122698,47.6523,12.6583,1190.000000,0.609048,47.6522883333333,12.6582966666667,1190.000000,0.6090479189,1.73493,-0.0383492,-0.0122698,
586,0,-0.608992 0.090506 -0.0122707,47.6525,12.6577,1183.500000,0.3438,47.652535,12.6576966666667,1183.500000,0.3437998523,-0.608992,0.090506,-0.0122707,
587,0,2.2841 -0.0475547 -0.0122704,47.0643,9.43511,1213.000000,1.287,47.0643033333333,9.43511833333333,1212.500000,1.2870033044,2.2841,-0.0475547,-0.0122704,
588,0,1.29008 0.0536892 -0.0368136,47.0597,9.44516,803.500000,1.21702,47.0597033333333,9.44516333333333,803.500000,1.2170222122,1.29008,0.0536892,-0.0368136,
589,0,-2.63384 0.148795 -0.0122711,47.40032578,10.27707577,809.000000,0.884749,47.3984,10.275,802.500000,0.884749,-2.63384,0.148795,-0.0122711,
590,0,-2.62771 0.148795 -0.0122712,47.40004349,10.27707672,809.000000,0.884749,47.3981,10.275,802.500000,0.884749,-2.62771,0.148795,-0.0122712,
591,0,1.13285 0.0575252 0.0122708,46.5254,7.48612,1992.500000,1.287,46.525873,7.485122,2002.000000,1.2870033044,1.13285,0.0575252,0.0122708,
592,0,2.05707 0.00460233 -0.0368126,46.5883,11.5109,795.500000,1.287,46.5883,11.5109,795.500000,1.287,2.05707,0.00460233,-0.0368126,
593,0,2.15217 -0.0260788 6.79878e-07,47.07,9.45186,993.000000,1.04287,47.0703083333333,9.45160166666667,1012.500000,1.0428705706,2.15217,-0.0260788,6.79878E-07,
594,0,0.281485 -0.134225 0.0368129,46.5298,7.47383,1983.000000,0.731495,46.530115,7.472825,1985.000000,0.7314952201,0.281485,-0.134225,0.0368129,
595,0,2.01795 -0.118885 -0.0122702,47.0228,8.51498,1550.500000,0.998694,47.023069,8.514569,1572.000000,0.9986942867,2.01795,-0.118885,-0.0122702,
596,0,1.13285 -0.0590594 0.0245419,47.04,8.47873,1447.500000,0.43217,47.040216,8.47815,1449.500000,0.4321703093,1.13285,-0.0590594,0.0245419,
597,0,0.902749 -0.355117 -0.012271,47.0424,8.4743,1436.000000,1.24805,47.042836,8.473969,1448.000000,1.2480471596,0.902749,-0.355117,-0.012271,
598,0,-1.4312 -0.14266 -0.0122708,46.5614,12.7171,1386.500000,1.14268,46.5613722222222,12.7171277777778,1387.000000,1.1426759244,-1.4312,-0.14266,-0.0122708,
599,0,-1.79936 -0.164135 3.79638e-08,47.60799408,12.57607174,1718.000000,1.54109,47.6061,12.5781,1811.500000,1.54109,-1.79936,-0.164135,3.79638E-08,
600,0,-2.92147 0.143426 -0.0245421,47.3979,10.8888,971.000000,1.17601,47.398065,10.888738,972.000000,1.1760062002,-2.92147,0.143426,-0.0245421,
601,0,2.26262 -0.130389 0.0122716,47.828,13.095,759.500000,0.943443,47.828,13.095,759.500000,0.943443,2.26262,-0.130389,0.0122716,
602,0,0.943395 0.029144 -2.10585e-07,47.2692,9.40031,1140.500000,1.50282,47.2692066666667,9.40031166666667,1140.500000,1.5028236244,0.943395,0.029144,-2.10585E-07,
603,0,-0.646572 -0.235466 0.0368129,45.9479,7.84255,3662.000000,1.14268,45.9481829998861,7.841047,3625.500000,1.1426759244,-0.646572,-0.235466,0.0368129,
604,0,-0.186378 -0.157233 -0.0122713,45.9479,7.84255,3662.000000,1.14268,45.9481829998861,7.841047,3625.500000,1.1426759244,-0.186378,-0.157233,-0.0122713,
605,1,-0.970229 0.0931042 -0.0610875,46.6191,8.02339,998.000000,0.893871,46.619375,8.023011,993.000000,0.9272960010,-0.970229,0.0931042,-0.0610875,
606,0,2.04173 -0.197883 0.073633,46.2356,13.7182,568.500000,0.845709,46.235654,13.718574,573.000000,0.8457085662,2.04173,-0.197883,0.073633,
607,0,1.36064 0.148793 0.0122706,47.318,13.6252,1216.500000,1.17601,47.3180216666667,13.6251833333333,1216.500000,1.1760062002,1.36064,0.148793,0.0122706,
608,0,1.9589 0.16107 0.0245423,47.4594,10.9595,1000.000000,0.997985,47.4594333333333,10.95955,997.000000,0.9979853191,1.9589,0.16107,0.0245423,
609,0,2.46204 0.188681 -0.0122718,46.4503,7.44238,1067.000000,0.355644,46.4503,7.44238,1067.000000,0.355644,2.46204,0.188681,-0.0122718,
610,0,-2.49272 0.142659 -0.0368127,47.6589,12.6567,981.500000,0.448084,47.6589266666667,12.65667,980.500000,0.4480842787,-2.49272,0.142659,-0.0368127,
611,0,1.28164 0.0145729 -5.43711e-07,47.6481,11.3621,597.500000,0.864816,47.6484190001278,11.362008,597.500000,0.8648162812,1.28164,0.0145729,-5.43711E-07,
612,0,1.30542 0.0168728 -0.0122717,47.6484,11.362,597.500000,0.47109,47.6484193333333,11.362009,597.500000,0.4710903590,1.30542,0.0168728,-0.0122717,
613,0,0.830649 0.0145734 -1.97254e-07,47.6481,11.3621,597.500000,1.287,47.6484190001278,11.362008,597.500000,1.2870033044,0.830649,0.0145734,-1.97254E-07,
614,0,0.388097 0.0138069 -0.0122711,47.64614487,11.35997868,597.000000,0.666489,47.6481,11.3621,597.500000,0.666489,0.388097,0.0138069,-0.0122711,
615,0,0.178709 0.000766325 -7.29111e-08,47.6481,11.3621,597.500000,1.287,47.6484190001278,11.362008,597.500000,1.2870033044,0.178709,0.000766325,-7.29111E-08,
616,0,-0.753184 -0.023009 -0.0122708,47.6325,11.3538,753.500000,0.761013,47.6324877777778,11.3537936111111,754.000000,0.7610133966,-0.753184,-0.023009,-0.0122708,
617,0,1.9865 0.0291445 5.34746e-07,47.59217072,11.32108879,799.500000,0.809784,47.5941,11.3191,801.500000,0.809784,1.9865,0.0291445,5.34746E-07,
618,0,0.714065 -0.0851376 -0.0122714,46.7944,14.9486,1850.000000,1.17601,46.79475,14.949852,1883.500000,1.1760062002,0.714065,-0.0851376,-0.0122714,
619,0,1.79399 -0.0851374 -0.0245406,47.6062,11.3125,1520.000000,1.17601,47.606705,11.312772,1562.000000,1.1760062002,1.79399,-0.0851374,-0.0245406,
620,0,0.716371 0.0230081 -2.56247e-07,47.6077,11.3115,1558.000000,0.507342,47.6076888888889,11.3115219444444,1558.000000,0.7610133966,0.716371,0.0230081,-2.56247E-07,
621,0,-2.95981 -0.154164 2.12157e-07,47.6098,11.309,1634.500000,1.287,47.610266,11.309072,1620.500000,1.2870033044,-2.95981,-0.154164,2.12157E-07,
622,1,2.10307 -0.190368 -0.0132272,47.6133,11.309,1724.500000,1.28241,47.613572,11.308166,1690.000000,1.2870033044,2.10307,-0.190368,-0.0132272,
623,0,-2.98666 -0.0475542 -0.0245419,46.57267761,7.899846077,1635.000000,0.698901,46.5747,7.90171,1612.000000,0.698901,-2.98666,-0.0475542,-0.0245419,
624,1,1.73654 -0.277749 0.00037417,46.5095,9.3626,3011.500000,1.61501,46.5095,9.3626,3011.500000,1.61501,1.73654,-0.277749,0.00037417,
625,0,0.556834 -0.185612 -0.0122712,46.6624,10.9796,1472.000000,0.809784,46.6623944444444,10.9795666666667,1471.000000,0.8097842563,0.556834,-0.185612,-0.0122712,
626,1,0.58507 0.110403 -0.0221502,45.9972,7.30993,2876.000000,0.829373,45.9972,7.30993,2876.000000,0.829373,0.58507,0.110403,-0.0221502,
627,0,1.80626 0.213988 0.0245421,46.4888,7.36058,1797.500000,0.998694,46.488997,7.359697,1813.500000,0.9986942867,1.80626,0.213988,0.0245421,
628,0,0.281485 -0.0191765 0.024542,46.4831,7.36374,1727.000000,0.382369,46.483322,7.362861,1716.000000,0.3823692419,0.281485,-0.0191765,0.024542,
629,0,-2.25342 -0.010738 4.6778e-08,47.659,12.6578,978.500000,1.29918,47.6590183333333,12.657755,978.500000,1.2991813405,-2.25342,-0.010738,4.6778E-08,
630,0,-1.36985 0.0322138 0.0122713,47.4017,10.4147,1396.500000,0.341602,47.4017332862522,10.4147341980833,1397.500000,0.3416019803,-1.36985,0.0322138,0.0122713,
631,0,-2.36693 0.111982 -0.0122711,47.6536,12.6593,1196.000000,0.3438,47.6535866666667,12.6593516666667,1196.000000,0.3437998523,-2.36693,0.111982,-0.0122711,
632,0,-2.5326 0.139594 -0.024542,47.6574,12.6554,1002.500000,0.3438,47.6574483333333,12.6554,1001.000000,0.3437998523,-2.5326,0.139594,-0.024542,
633,0,-0.648877 0.154931 1.39582e-07,47.6615,12.6516,955.000000,0.589922,47.6615416666667,12.65162,955.000000,0.5899216198,-0.648877,0.154931,1.39582E-07,
634,0,2.68293 -0.292992 -0.0368129,46.8331,14.6609,1766.000000,1.17601,46.833105,14.660925,1766.000000,1.1760062002,2.68293,-0.292992,-0.0368129,
635,0,2.78725 -0.102777 0.0368136,46.8351,14.6514,1898.000000,1.17601,46.83511,14.6514383333333,1898.000000,1.1760062002,2.78725,-0.102777,0.0368136,
636,0,-1.22795 -0.0145738 0.0245424,46.4125,7.62435,2247.000000,1.14268,46.412891,7.62338,2215.000000,1.1426759244,-1.22795,-0.0145738,0.0245424,
637,0,1.8147 0.0260779 -0.0368122,47.6523,12.6583,1190.000000,0.437505,47.6522883333333,12.6582966666667,1190.000000,0.4375048172,1.8147,0.0260779,-0.0368122,
638,0,-1.83617 -0.0414188 0.0490843,46.4417,7.50292,2123.000000,0.47109,46.4417,7.50292,2123.000000,0.47109,-1.83617,-0.0414188,0.0490843,
639,0,-1.19497 -0.0199429 2.35111e-07,46.6685,11.2809,1980.000000,1.17601,46.6685,11.2809,1980.000000,1.17601,-1.19497,-0.0199429,2.35111E-07,
640,0,2.74122 -0.0843673 3.58535e-07,46.6681,11.2813,1978.500000,0.809784,46.6681,11.2813,1978.500000,0.809784,2.74122,-0.0843673,3.58535E-07,
641,0,-1.28394 -0.0475543 -0.0613612,46.6682,11.2826,1970.500000,1.17601,46.6682,11.2826,1970.500000,1.17601,-1.28394,-0.0475543,-0.0613612,
642,0,-0.909647 -0.010738 2.87432e-07,46.6685,11.2809,1980.000000,1.17601,46.6685,11.2809,1980.000000,1.17601,-0.909647,-0.010738,2.87432E-07,
643,0,-2.63691 -0.00460235 -0.0368131,46.533,7.4822,2308.500000,0.327321,46.533,7.4822,2308.500000,0.327321,-2.63691,-0.00460235,-0.0368131,
644,0,0.694129 -0.114282 -2.4552e-07,47.0359,8.48438,1428.500000,1.287,47.036372,8.483983,1452.500000,1.2870033044,0.694129,-0.114282,-2.4552E-07,
645,0,1.97423 0.194815 -0.0368126,47.1689,9.26788,1597.500000,1.46563,47.1688966666667,9.26788,1597.500000,1.4656314412,1.97423,0.194815,-0.0368126,
646,0,2.55945 0.243137 -0.0245421,46.5862,7.96161,2044.500000,1.51676,46.586444,7.960839,2064.000000,1.5167567090,2.55945,0.243137,-0.0245421,
647,0,-2.82329 -0.0651942 0.0122712,47.561,13.6431,833.000000,1.14268,47.561169,13.643483,826.000000,1.1426759244,-2.82329,-0.0651942,0.0122712,
648,0,-2.88005 -0.12195 0.0368133,47.561,13.6431,833.000000,0.845709,47.561169,13.643483,826.000000,0.8457085662,-2.88005,-0.12195,0.0368133,
649,0,0.477068 -0.00153341 -0.0368132,47.2692,9.40013,1140.500000,1.40203,47.2691733333333,9.40013166666667,1140.500000,1.4020309139,0.477068,-0.00153341,-0.0368132,
650,0,0.234699 -0.00766891 -1.2206e-07,47.32690811,10.17336273,1212.000000,0.778645,47.3288,10.1755,1260.000000,0.778645,0.234699,-0.00766891,-1.2206E-07,
651,0,-2.57555 0.26231 0.0122705,46.923,8.91558,1878.000000,1.46563,46.9229766666667,8.91558833333333,1878.000000,1.4656314412,-2.57555,0.26231,0.0122705,
652,0,0.630467 -0.176407 0.024542,46.9232,8.91632,1887.000000,1.44104,46.9231666666667,8.91632166666667,1886.500000,1.4410383957,0.630467,-0.176407,0.024542,
653,0,0.713298 -0.0322146 0.0245419,46.923,8.91693,1891.500000,1.45026,46.9234166666667,8.91648333333333,1893.000000,1.4502600659,0.713298,-0.0322146,0.0245419,
654,0,1.41587 0.0291439 -0.0245431,47.2691,9.40034,1140.500000,1.4781,47.269155,9.40034333333333,1140.500000,1.4781009068,1.41587,0.0291439,-0.0245431,
655,0,0.84522 0.185611 0.012271,47.76,12.7116,755.000000,1.2765,47.759995,12.7116033333333,755.000000,1.7521175808,0.84522,0.185611,0.012271,
656,0,1.72266 -0.099708 1.9905e-06,46.6995,9.70702,1396.500000,1.47808,46.6996183333333,9.70704833333333,1402.500000,1.4780834559,1.72266,-0.099708,1.9905E-06,
657,0,-1.11827 -0.0628947 -0.0368129,45.95185852,7.846623898,3679.000000,0.442629,45.9479,7.84255,3662.000000,0.442629,-1.11827,-0.0628947,-0.0368129,
658,0,-0.265376 -0.0813011 0.171808,47.2717,15.4163,933.500000,0.950022,47.2717,15.4163,933.500000,0.950022,-0.265376,-0.0813011,0.171808,
659,0,-2.45897 -0.0997082 -0.0368134,47.1471,9.41906,1718.500000,1.12594,47.1471,9.41906,1718.500000,1.12594,-2.45897,-0.0997082,-0.0368134,
660,0,-2.31785 0.084367 -0.0981744,47.0797,12.7656,2265.000000,0.878143,47.0797,12.7656,2265.000000,0.878143,-2.31785,0.084367,-0.0981744,
661,0,-1.61528 -0.0720965 0.0122712,47.8127,13.3122,1308.500000,0.450043,47.8127,13.3122,1308.500000,0.450043,-1.61528,-0.0720965,0.0122712,
662,1,-2.08231 -0.0957348 0.0194394,47.1551,9.29425,2202.500000,1.16683,47.1551,9.29425,2202.500000,1.16683,-2.08231,-0.0957348,0.0194394,
663,0,-2.52647 0.0107381 -0.0368132,47.4847,10.6439,1706.500000,0.755499,47.4846695510603,10.643927673775,1707.000000,1.1326954766,-2.52647,0.0107381,-0.0368132,
664,0,-1.12134 0.00766861 -0.0122708,47.4786,10.6418,1921.000000,1.1327,47.4786219803972,10.6417951899111,1920.500000,1.1326954766,-1.12134,0.00766861,-0.0122708,
665,1,0.941136 -0.243627 0.0113358,47.1543,9.29572,2200.500000,1.17132,47.154492,9.293736,2146.500000,1.1760062002,0.941136,-0.243627,0.0113358,
666,0,-1.32382 -0.360485 -0.0368131,46.236,9.32555,2024.500000,0.623971,46.236,9.32555,2024.500000,0.623971,-1.32382,-0.360485,-0.0368131,
667,0,1.5355 -0.111988 0.0368045,46.233,9.32776,2236.000000,1.34244,46.233,9.32776,2236.000000,1.34244,1.5355,-0.111988,0.0368045,
668,1,0.126913 0.0962479 0.0222427,46.6382,7.95176,724.000000,0.873528,46.638377,7.951386,725.000000,0.9272960010,0.126913,0.0962479,0.0222427,
669,0,2.70364 0.108146 1.96121e-07,47.4621,10.9635,973.500000,0.691112,47.462479,10.963668,987.500000,0.6911117446,2.70364,0.108146,1.96121E-07,
670,0,-2.94064 -0.0813011 7.53446e-08,46.1238,8.64804,2164.500000,0.777959,46.1238,8.64804,2164.500000,0.777959,-2.94064,-0.0813011,7.53446E-08,
671,0,1.09449 -0.0774659 -4.32654e-07,46.5357,8.34715,1416.000000,0.950022,46.535838,8.346637,1434.000000,0.9500223146,1.09449,-0.0774659,-4.32654E-07,
672,0,1.93512 -0.249273 0.0122716,47.5013,14.9351,2005.000000,1.287,47.501983,14.936427,1952.000000,1.2870033044,1.93512,-0.249273,0.0122716,
673,0,3.03191 -0.0713297 2.73281e-07,47.6133,11.309,1724.500000,1.287,47.613497000075,11.308341,1697.000000,1.2870033044,3.03191,-0.0713297,2.73281E-07,
674,0,-2.03866 -0.139593 0.0245421,47.2914,9.32938,1649.000000,0.29778,47.2914,9.32938,1649.000000,0.29778,-2.03866,-0.139593,0.0245421,
675,0,-0.434117 0.0628946 1.74294e-07,46.8426,14.8544,572.500000,0.199337,46.8425633333333,14.8544383333333,572.500000,0.1993374731,-0.434117,0.0628946,1.74294E-07,
676,0,-0.0598286 0.0444846 5.30074e-08,46.8426,14.8544,572.500000,0.448048,46.8425633333333,14.8544383333333,572.500000,0.4480476723,-0.0598286,0.0444846,5.30074E-08,
677,0,-2.24422 -0.0720964 8.71773e-09,46.5478,7.98291,3508.000000,0.649147,46.5478,7.98291,3508.000000,0.649147,-2.24422,-0.0720964,8.71773E-09,
678,0,0.559902 -0.204019 1.54582e-08,46.7934,14.9522,1919.000000,1.17601,46.7933866666667,14.952225,1919.500000,1.1760062002,0.559902,-0.204019,1.54582E-08,
679,0,-0.498545 -0.0168736 2.24821e-07,47.6485,11.3616,597.500000,0.864816,47.6485141666667,11.36163,597.500000,0.8648162812,-0.498545,-0.0168736,2.24821E-07,
680,0,1.61222 -0.115047 -0.0122666,47.6063,11.3151,1593.500000,1.287,47.60635,11.3151025,1597.500000,1.2870033044,1.61222,-0.115047,-0.0122666,
681,0,1.42276 -0.108149 0.0122687,47.6073,11.311,1521.000000,1.287,47.607786,11.311066,1556.500000,1.2870033044,1.42276,-0.108149,0.0122687,
682,0,2.02946 0.0598249 0.0122716,46.6864,7.85732,564.000000,0.187019,46.6864,7.85732,564.000000,0.187019,2.02946,0.0598249,0.0122716,
683,0,0.273816 0.0805344 0.0245422,46.4845,7.36367,1755.500000,0.749021,46.484588,7.362674,1728.500000,0.9986942867,0.273816,0.0805344,0.0245422,
684,0,-2.01412 0.0076686 1.41346e-07,46.8361,12.0215,2127.500000,1.14268,46.8360716666667,12.0214916666667,2127.000000,1.1426759244,-2.01412,0.0076686,1.41346E-07,
685,0,-2.47431 -0.105843 -0.024542,46.3815,7.117,2084.000000,0.761013,46.3815,7.117,2084.000000,0.761013,-2.47431,-0.105843,-0.024542,
686,0,2.76577 -0.03528 0.0245425,46.8338,14.6621,1754.500000,1.17601,46.8338533333333,14.6620883333333,1756.000000,1.1760062002,2.76577,-0.03528,0.0245425,
687,0,1.04771 -0.0383506 0.0368125,46.838,14.6525,1920.500000,0.378398,46.83801,14.65253,1920.500000,0.3783983637,1.04771,-0.0383506,0.0368125,
688,0,1.33379 -0.0253126 0.0245415,46.5606,7.89412,1646.000000,1.68831,46.560984,7.893505,1653.500000,1.6883093980,1.33379,-0.0253126,0.0245415,
689,0,0.471698 -0.0268454 -0.0122712,47.6481,11.3621,597.500000,1.287,47.6484190001278,11.362008,597.500000,1.2870033044,0.471698,-0.0268454,-0.0122712,
690,0,1.22258 -0.0107395 0.0122707,47.6815,13.2134,1629.000000,1.18506,47.6815,13.2134,1629.000000,1.18506,1.22258,-0.0107395,0.0122707,
691,0,1.24406 -0.0813021 -0.0368139,47.67951584,13.21143723,1516.000000,1.18506,47.6815,13.2134,1629.000000,1.18506,1.24406,-0.0813021,-0.0368139,
692,0,2.15831 0.0383492 0.0122716,47.04240417,8.277636528,659.000000,0.58341,47.0444,8.27966,643.000000,0.58341,2.15831,0.0383492,0.0122716,
693,0,0.918852 0.274581 -0.0368128,47.4793,11.0822,784.500000,0.694019,47.47932,11.08218,784.500000,0.6940188208,0.918852,0.274581,-0.0368128,
694,0,-0.931123 -0.378891 2.80664e-08,47.423,11.6074,2283.000000,1.28003,47.4230416666667,11.607445,2283.500000,1.2800346575,-0.931123,-0.378891,2.80664E-08,
695,0,2.18592 0.121183 -0.0245416,47.4269,11.6046,2134.000000,1.28003,47.426895,11.604595,2134.000000,1.2800346575,2.18592,0.121183,-0.0245416,
696,0,-2.26876 -0.274581 0.0245421,47.4241,11.6105,2213.500000,1.28003,47.424055,11.6105333333333,2214.000000,1.2800346575,-2.26876,-0.274581,0.0245421,
697,0,1.03544 -0.210157 -0.0368136,46.6685,11.2809,1980.000000,0.950022,46.6685,11.2809,1980.000000,0.950022,1.03544,-0.210157,-0.0368136,
